1275
1 2 3
5 42 19
5 43 18
5 44 17
5 45 16
5 46 15
5 47 14
5 48 13
5 49 12
5 50 11
5 51 10
6 7 8
6 8 10
6 9 12
6 10 14
6 11 16
6 12 18
6 13 20
6 14 22
6 15 24
6 16 26
6 17 28
6 18 30
6 19 32
6 20 34
6 21 36
6 22 38
6 23 40
6 24 42
6 25 44
6 26 46
6 27 48
6 28 50
6 29 1
6 30 3
6 31 5
6 32 31
6 33 30
6 34 29
6 35 28
6 36 27
6 37 26
6 38 25
6 39 24
6 40 23
6 41 22
6 42 21
6 43 20
6 44 19
6 45 18
6 46 17
6 47 16
6 48 15
6 49 14
6 50 13
6 51 12
7 8 9
7 9 11
7 10 13
7 11 15
7 12 17
7 13 19
7 14 21
7 15 23
7 16 25
7 17 27
7 18 29
7 19 31
7 20 33
7 21 35
7 22 37
7 23 39
7 24 41
7 25 43
7 26 45
7 27 47
7 28 49
7 29 51
7 30 2
7 31 4
7 32 6
7 33 32
7 34 31
7 35 30
7 36 29
7 37 28
7 38 27
7 39 26
7 40 25
7 41 24
7 42 23
7 43 22
7 44 21
7 45 20
7 46 19
7 47 18
7 48 17
7 49 16
7 50 15
7 51 14
8 9 10
8 10 12
8 11 14
8 12 16
8 13 18
8 14 20
8 15 22
8 16 24
8 17 26
8 18 28
8 19 30
8 20 32
8 21 34
8 22 36
8 23 38
8 24 40
8 25 42
8 26 44
8 27 46
8 28 48
8 29 50
8 30 1
8 31 3
8 32 5
8 33 7
8 34 33
8 35 32
8 36 31
8 37 30
8 38 29
8 39 28
8 40 27
8 41 26
8 42 25
8 43 24
8 44 23
8 45 22
8 46 21
8 47 20
8 48 19
8 49 18
8 50 17
8 51 16
9 10 11
9 11 13
9 12 15
9 13 17
9 14 19
9 15 21
9 16 23
9 17 25
9 18 27
9 19 29
9 20 31
9 21 33
9 22 35
9 23 37
9 24 39
9 25 41
9 26 43
9 27 45
9 28 47
9 29 49
9 30 51
9 31 2
9 32 4
9 33 6
9 34 8
9 35 34
9 36 33
9 37 32
9 38 31
9 39 30
9 40 29
9 41 28
9 42 27
9 43 26
9 44 25
9 45 24
9 46 23
9 47 22
9 48 21
9 49 20
9 50 19
9 51 18
10 11 12
10 12 14
10 13 16
10 14 18
10 15 20
10 16 22
10 17 24
10 18 26
10 19 28
10 20 30
10 21 32
10 22 34
10 23 36
10 24 38
10 25 40
10 26 42
10 27 44
10 28 46
10 29 48
10 30 50
10 31 1
10 32 3
10 33 5
10 34 7
10 35 9
10 36 35
10 37 34
10 38 33
10 39 32
10 40 31
10 41 30
10 42 29
10 43 28
10 44 27
10 45 26
10 46 25
10 47 24
10 48 23
10 49 22
10 50 21
10 51 20
11 12 13
11 13 15
11 14 17
11 15 19
11 16 21
11 17 23
11 18 25
11 19 27
11 20 29
11 21 31
11 22 33
11 23 35
11 24 37
11 25 39
11 26 41
11 27 43
11 28 45
11 29 47
11 30 49
11 31 51
11 32 2
11 33 4
11 34 6
11 35 8
11 36 10
11 37 36
11 38 35
11 39 34
11 40 33
11 41 32
11 42 31
11 43 30
11 44 29
11 45 28
11 46 27
11 47 26
11 48 25
11 49 24
11 50 23
11 51 22
12 13 14
12 14 16
12 15 18
12 16 20
12 17 22
12 18 24
12 19 26
12 20 28
12 21 30
12 22 32
12 23 34
12 24 36
12 25 38
12 26 40
12 27 42
12 28 44
12 29 46
12 30 48
12 31 50
12 32 1
12 33 3
12 34 5
12 35 7
12 36 9
12 37 11
12 38 37
12 39 36
12 40 35
12 41 34
12 42 33
12 43 32
12 44 31
12 45 30
12 46 29
12 47 28
12 48 27
12 49 26
12 50 25
12 51 24
13 14 15
13 15 17
13 16 19
13 17 21
13 18 23
13 19 25
13 20 27
13 21 29
13 22 31
13 23 33
13 24 35
13 25 37
13 26 39
13 27 41
13 28 43
13 29 45
13 30 47
13 31 49
13 32 51
13 33 2
13 34 4
13 35 6
13 36 8
13 37 10
13 38 12
13 39 38
13 40 37
13 41 36
13 42 35
13 43 34
13 44 33
13 45 32
13 46 31
13 47 30
13 48 29
13 49 28
13 50 27
13 51 26
14 15 16
14 16 18
14 17 20
14 18 22
14 19 24
14 20 26
14 21 28
14 22 30
14 23 32
14 24 34
14 25 36
14 26 38
14 27 40
14 28 42
14 29 44
14 30 46
14 31 48
14 32 50
14 33 1
14 34 3
14 35 5
14 36 7
14 37 9
14 38 11
14 39 13
14 40 39
14 41 38
14 42 37
14 43 36
14 44 35
14 45 34
14 46 33
14 47 32
14 48 31
14 49 30
14 50 29
14 51 28
15 16 17
15 17 19
15 18 21
15 19 23
15 20 25
15 21 27
15 22 29
15 23 31
15 24 33
15 25 35
15 26 37
15 27 39
15 28 41
15 29 43
15 30 45
15 31 47
15 32 49
15 33 51
15 34 2
15 35 4
15 36 6
15 37 8
15 38 10
15 39 12
15 40 14
15 41 40
15 42 39
15 43 38
15 44 37
15 45 36
15 46 35
15 47 34
15 48 33
15 49 32
15 50 31
15 51 30
16 17 18
16 18 20
16 19 22
16 20 24
16 21 26
16 22 28
16 23 30
16 24 32
16 25 34
16 26 36
16 27 38
16 28 40
16 29 42
16 30 44
16 31 46
16 32 48
16 33 50
16 34 1
16 35 3
16 36 5
16 37 7
16 38 9
16 39 11
16 40 13
16 41 15
16 42 41
16 43 40
16 44 39
16 45 38
16 46 37
16 47 36
16 48 35
16 49 34
16 50 33
16 51 32
17 18 19
17 19 21
17 20 23
17 21 25
17 22 27
17 23 29
17 24 31
17 25 33
17 26 35
17 27 37
17 28 39
17 29 41
17 30 43
17 31 45
17 32 47
17 33 49
17 34 51
17 35 2
17 36 4
17 37 6
17 38 8
17 39 10
17 40 12
17 41 14
17 42 16
17 43 42
17 44 41
17 45 40
17 46 39
17 47 38
17 48 37
17 49 36
17 50 35
17 51 34
18 19 20
18 20 22
18 21 24
18 22 26
18 23 28
18 24 30
18 25 32
18 26 34
18 27 36
18 28 38
18 29 40
18 30 42
18 31 44
18 32 46
18 33 48
18 34 50
18 35 1
18 36 3
18 37 5
18 38 7
18 39 9
18 40 11
18 41 13
18 42 15
18 43 17
18 44 43
18 45 42
18 46 41
18 47 40
18 48 39
18 49 38
18 50 37
18 51 36
19 20 21
19 21 23
19 22 25
19 23 27
19 24 29
19 25 31
19 26 33
19 27 35
19 28 37
19 29 39
19 30 41
19 31 43
19 32 45
19 33 47
19 34 49
19 35 51
19 36 2
19 37 4
19 38 6
19 39 8
19 40 10
19 41 12
19 42 14
19 43 16
19 44 18
19 45 44
19 46 43
19 47 42
19 48 41
19 49 40
19 50 39
19 51 38
20 21 22
20 22 24
20 23 26
20 24 28
20 25 30
20 26 32
20 27 34
20 28 36
20 29 38
20 30 40
20 31 42
20 32 44
20 33 46
20 34 48
20 35 50
20 36 1
20 37 3
20 38 5
20 39 7
20 40 9
20 41 11
20 42 13
20 43 15
20 44 17
20 45 19
20 46 45
20 47 44
20 48 43
20 49 42
20 50 41
20 51 40
21 22 23
21 23 25
21 24 27
21 25 29
21 26 31
21 27 33
21 28 35
21 29 37
21 30 39
21 31 41
21 32 43
21 33 45
21 34 47
21 35 49
21 36 51
21 37 2
21 38 4
21 39 6
21 40 8
21 41 10
21 42 12
21 43 14
21 44 16
21 45 18
21 46 20
21 47 46
21 48 45
21 49 44
21 50 43
21 51 42
22 23 24
22 24 26
22 25 28
22 26 30
22 27 32
22 28 34
22 29 36
22 30 38
22 31 40
22 32 42
22 33 44
22 34 46
22 35 48
22 36 50
22 37 1
22 38 3
22 39 5
22 40 7
22 41 9
22 42 11
22 43 13
22 44 15
22 45 17
22 46 19
22 47 21
22 48 47
22 49 46
22 50 45
22 51 44
23 24 25
23 25 27
23 26 29
23 27 31
23 28 33
23 29 35
23 30 37
23 31 39
23 32 41
23 33 43
23 34 45
23 35 47
23 36 49
23 37 51
23 38 2
23 39 4
23 40 6
23 41 8
23 42 10
23 43 12
23 44 14
23 45 16
23 46 18
23 47 20
23 48 22
23 49 48
23 50 47
23 51 46
24 25 26
24 26 28
24 27 30
24 28 32
24 29 34
24 30 36
24 31 38
24 32 40
24 33 42
24 34 44
24 35 46
24 36 48
24 37 50
24 38 1
24 39 3
24 40 5
24 41 7
24 42 9
24 43 11
24 44 13
24 45 15
24 46 17
24 47 19
24 48 21
24 49 23
24 50 49
24 51 48
25 26 27
25 27 29
25 28 31
25 29 33
25 30 35
25 31 37
25 32 39
25 33 41
25 34 43
25 35 45
25 36 47
25 37 49
25 38 51
25 39 2
25 40 4
25 41 6
25 42 8
25 43 10
25 44 12
25 45 14
25 46 16
25 47 18
25 48 20
25 49 22
25 50 24
25 51 50
26 27 28
26 28 30
26 29 32
26 30 34
26 31 36
26 32 38
26 33 40
26 34 42
26 35 44
26 36 46
26 37 48
26 38 50
26 39 1
26 40 3
26 41 5
26 42 7
26 43 9
26 44 11
26 45 13
26 46 15
26 47 17
26 48 19
26 49 21
26 50 23
26 51 25
27 28 29
27 29 31
27 30 33
27 31 35
27 32 37
27 33 39
27 34 41
27 35 43
27 36 45
27 37 47
27 38 49
27 39 51
27 40 2
27 41 4
27 42 6
27 43 8
27 44 10
27 45 12
27 46 14
27 47 16
27 48 18
27 49 20
27 50 22
27 51 24
28 29 30
28 30 32
28 31 34
28 32 36
28 33 38
28 34 40
28 35 42
28 36 44
28 37 46
28 38 48
28 39 50
28 40 1
28 41 3
28 42 5
28 43 7
28 44 9
28 45 11
28 46 13
28 47 15
28 48 17
28 49 19
28 50 21
28 51 23
29 30 31
29 31 33
29 32 35
29 33 37
29 34 39
29 35 41
29 36 43
29 37 45
29 38 47
29 39 49
29 40 51
29 41 2
29 42 4
29 43 6
29 44 8
29 45 10
29 46 12
29 47 14
29 48 16
29 49 18
29 50 20
29 51 22
30 31 32
30 32 34
30 33 36
30 34 38
30 35 40
30 36 42
30 37 44
30 38 46
30 39 48
30 40 50
30 41 1
30 42 3
30 43 5
30 44 7
30 45 9
30 46 11
30 47 13
30 48 15
30 49 17
30 50 19
30 51 21
31 32 33
31 33 35
31 34 37
31 35 39
31 36 41
31 37 43
31 38 45
31 39 47
31 40 49
31 41 51
31 42 2
31 43 4
31 44 6
31 45 8
31 46 10
31 47 12
31 48 14
31 49 16
31 50 18
31 51 20
32 33 34
32 34 36
32 35 38
32 36 40
32 37 42
32 38 44
32 39 46
32 40 48
32 41 50
32 42 1
32 43 3
32 44 5
32 45 7
32 46 9
32 47 11
32 48 13
32 49 15
32 50 17
32 51 19
33 34 35
33 35 37
33 36 39
33 37 41
33 38 43
33 39 45
33 40 47
33 41 49
33 42 51
33 43 2
33 44 4
33 45 6
33 46 8
33 47 10
33 48 12
33 49 14
33 50 16
33 51 18
34 35 36
34 36 38
34 37 40
34 38 42
34 39 44
34 40 46
34 41 48
34 42 50
34 43 1
34 44 3
34 45 5
34 46 7
34 47 9
34 48 11
34 49 13
34 50 15
34 51 17
35 36 37
35 37 39
35 38 41
35 39 43
35 40 45
35 41 47
35 42 49
35 43 51
35 44 2
35 45 4
35 46 6
35 47 8
35 48 10
35 49 12
35 50 14
35 51 16
36 37 38
36 38 40
36 39 42
36 40 44
36 41 46
36 42 48
36 43 50
36 44 1
36 45 3
36 46 5
36 47 7
36 48 9
36 49 11
36 50 13
36 51 15
37 38 39
37 39 41
37 40 43
37 41 45
37 42 47
37 43 49
37 44 51
37 45 2
37 46 4
37 47 6
37 48 8
37 49 10
37 50 12
37 51 14
38 39 40
38 40 42
38 41 44
38 42 46
38 43 48
38 44 50
38 45 1
38 46 3
38 47 5
38 48 7
38 49 9
38 50 11
38 51 13
39 40 41
39 41 43
39 42 45
39 43 47
39 44 49
39 45 51
39 46 2
39 47 4
39 48 6
39 49 8
39 50 10
39 51 12
40 41 42
40 42 44
40 43 46
40 44 48
40 45 50
40 46 1
40 47 3
40 48 5
40 49 7
40 50 9
40 51 11
41 42 43
41 43 45
41 44 47
41 45 49
41 46 51
41 47 2
41 48 4
41 49 6
41 50 8
41 51 10
42 43 44
42 44 46
42 45 48
42 46 50
42 47 1
42 48 3
42 49 5
42 50 7
42 51 9
43 44 45
43 45 47
43 46 49
43 47 51
43 48 2
43 49 4
43 50 6
43 51 8
44 45 46
44 46 48
44 47 50
44 48 1
44 49 3
44 50 5
44 51 7
45 46 47
45 47 49
45 48 51
45 49 2
45 50 4
45 51 6
46 47 48
46 48 50
46 49 1
46 50 3
46 51 5
47 48 49
47 49 51
47 50 2
47 51 4
48 49 50
48 50 1
48 51 3
49 50 51
49 51 2
50 51 1
