4278
1 2 3
3 51 48
3 52 47
3 53 46
3 54 45
3 55 44
3 56 43
3 57 42
3 58 41
3 59 40
3 60 39
3 61 38
3 62 37
3 63 36
3 64 35
3 65 34
3 66 33
3 67 32
3 68 31
3 69 30
3 70 29
3 71 28
3 72 27
3 73 26
3 74 25
3 75 24
3 76 23
3 77 22
3 78 21
3 79 20
3 80 19
3 81 18
3 82 17
3 83 16
3 84 15
3 85 14
3 86 13
3 87 12
3 88 11
3 89 10
3 90 9
3 91 8
3 92 7
3 93 6
4 5 6
4 6 8
4 7 10
4 8 12
4 9 14
4 10 16
4 11 18
4 12 20
4 13 22
4 14 24
4 15 26
4 16 28
4 17 30
4 18 32
4 19 34
4 20 36
4 21 38
4 22 40
4 23 42
4 24 44
4 25 46
4 26 48
4 27 50
4 28 52
4 29 54
4 30 56
4 31 58
4 32 60
4 33 62
4 34 64
4 35 66
4 36 68
4 37 70
4 38 72
4 39 74
4 40 76
4 41 78
4 42 80
4 43 82
4 44 84
4 45 86
4 46 88
4 47 90
4 48 92
4 49 1
4 50 3
4 51 50
4 52 49
4 53 48
4 54 47
4 55 46
4 56 45
4 57 44
4 58 43
4 59 42
4 60 41
4 61 40
4 62 39
4 63 38
4 64 37
4 65 36
4 66 35
4 67 34
4 68 33
4 69 32
4 70 31
4 71 30
4 72 29
4 73 28
4 74 27
4 75 26
4 76 25
4 77 24
4 78 23
4 79 22
4 80 21
4 81 20
4 82 19
4 83 18
4 84 17
4 85 16
4 86 15
4 87 14
4 88 13
4 89 12
4 90 11
4 91 10
4 92 9
4 93 8
5 6 7
5 7 9
5 8 11
5 9 13
5 10 15
5 11 17
5 12 19
5 13 21
5 14 23
5 15 25
5 16 27
5 17 29
5 18 31
5 19 33
5 20 35
5 21 37
5 22 39
5 23 41
5 24 43
5 25 45
5 26 47
5 27 49
5 28 51
5 29 53
5 30 55
5 31 57
5 32 59
5 33 61
5 34 63
5 35 65
5 36 67
5 37 69
5 38 71
5 39 73
5 40 75
5 41 77
5 42 79
5 43 81
5 44 83
5 45 85
5 46 87
5 47 89
5 48 91
5 49 93
5 50 2
5 51 4
5 52 51
5 53 50
5 54 49
5 55 48
5 56 47
5 57 46
5 58 45
5 59 44
5 60 43
5 61 42
5 62 41
5 63 40
5 64 39
5 65 38
5 66 37
5 67 36
5 68 35
5 69 34
5 70 33
5 71 32
5 72 31
5 73 30
5 74 29
5 75 28
5 76 27
5 77 26
5 78 25
5 79 24
5 80 23
5 81 22
5 82 21
5 83 20
5 84 19
5 85 18
5 86 17
5 87 16
5 88 15
5 89 14
5 90 13
5 91 12
5 92 11
5 93 10
6 7 8
6 8 10
6 9 12
6 10 14
6 11 16
6 12 18
6 13 20
6 14 22
6 15 24
6 16 26
6 17 28
6 18 30
6 19 32
6 20 34
6 21 36
6 22 38
6 23 40
6 24 42
6 25 44
6 26 46
6 27 48
6 28 50
6 29 52
6 30 54
6 31 56
6 32 58
6 33 60
6 34 62
6 35 64
6 36 66
6 37 68
6 38 70
6 39 72
6 40 74
6 41 76
6 42 78
6 43 80
6 44 82
6 45 84
6 46 86
6 47 88
6 48 90
6 49 92
6 50 1
6 51 3
6 52 5
6 53 52
6 54 51
6 55 50
6 56 49
6 57 48
6 58 47
6 59 46
6 60 45
6 61 44
6 62 43
6 63 42
6 64 41
6 65 40
6 66 39
6 67 38
6 68 37
6 69 36
6 70 35
6 71 34
6 72 33
6 73 32
6 74 31
6 75 30
6 76 29
6 77 28
6 78 27
6 79 26
6 80 25
6 81 24
6 82 23
6 83 22
6 84 21
6 85 20
6 86 19
6 87 18
6 88 17
6 89 16
6 90 15
6 91 14
6 92 13
6 93 12
7 8 9
7 9 11
7 10 13
7 11 15
7 12 17
7 13 19
7 14 21
7 15 23
7 16 25
7 17 27
7 18 29
7 19 31
7 20 33
7 21 35
7 22 37
7 23 39
7 24 41
7 25 43
7 26 45
7 27 47
7 28 49
7 29 51
7 30 53
7 31 55
7 32 57
7 33 59
7 34 61
7 35 63
7 36 65
7 37 67
7 38 69
7 39 71
7 40 73
7 41 75
7 42 77
7 43 79
7 44 81
7 45 83
7 46 85
7 47 87
7 48 89
7 49 91
7 50 93
7 51 2
7 52 4
7 53 6
7 54 53
7 55 52
7 56 51
7 57 50
7 58 49
7 59 48
7 60 47
7 61 46
7 62 45
7 63 44
7 64 43
7 65 42
7 66 41
7 67 40
7 68 39
7 69 38
7 70 37
7 71 36
7 72 35
7 73 34
7 74 33
7 75 32
7 76 31
7 77 30
7 78 29
7 79 28
7 80 27
7 81 26
7 82 25
7 83 24
7 84 23
7 85 22
7 86 21
7 87 20
7 88 19
7 89 18
7 90 17
7 91 16
7 92 15
7 93 14
8 9 10
8 10 12
8 11 14
8 12 16
8 13 18
8 14 20
8 15 22
8 16 24
8 17 26
8 18 28
8 19 30
8 20 32
8 21 34
8 22 36
8 23 38
8 24 40
8 25 42
8 26 44
8 27 46
8 28 48
8 29 50
8 30 52
8 31 54
8 32 56
8 33 58
8 34 60
8 35 62
8 36 64
8 37 66
8 38 68
8 39 70
8 40 72
8 41 74
8 42 76
8 43 78
8 44 80
8 45 82
8 46 84
8 47 86
8 48 88
8 49 90
8 50 92
8 51 1
8 52 3
8 53 5
8 54 7
8 55 54
8 56 53
8 57 52
8 58 51
8 59 50
8 60 49
8 61 48
8 62 47
8 63 46
8 64 45
8 65 44
8 66 43
8 67 42
8 68 41
8 69 40
8 70 39
8 71 38
8 72 37
8 73 36
8 74 35
8 75 34
8 76 33
8 77 32
8 78 31
8 79 30
8 80 29
8 81 28
8 82 27
8 83 26
8 84 25
8 85 24
8 86 23
8 87 22
8 88 21
8 89 20
8 90 19
8 91 18
8 92 17
8 93 16
9 10 11
9 11 13
9 12 15
9 13 17
9 14 19
9 15 21
9 16 23
9 17 25
9 18 27
9 19 29
9 20 31
9 21 33
9 22 35
9 23 37
9 24 39
9 25 41
9 26 43
9 27 45
9 28 47
9 29 49
9 30 51
9 31 53
9 32 55
9 33 57
9 34 59
9 35 61
9 36 63
9 37 65
9 38 67
9 39 69
9 40 71
9 41 73
9 42 75
9 43 77
9 44 79
9 45 81
9 46 83
9 47 85
9 48 87
9 49 89
9 50 91
9 51 93
9 52 2
9 53 4
9 54 6
9 55 8
9 56 55
9 57 54
9 58 53
9 59 52
9 60 51
9 61 50
9 62 49
9 63 48
9 64 47
9 65 46
9 66 45
9 67 44
9 68 43
9 69 42
9 70 41
9 71 40
9 72 39
9 73 38
9 74 37
9 75 36
9 76 35
9 77 34
9 78 33
9 79 32
9 80 31
9 81 30
9 82 29
9 83 28
9 84 27
9 85 26
9 86 25
9 87 24
9 88 23
9 89 22
9 90 21
9 91 20
9 92 19
9 93 18
10 11 12
10 12 14
10 13 16
10 14 18
10 15 20
10 16 22
10 17 24
10 18 26
10 19 28
10 20 30
10 21 32
10 22 34
10 23 36
10 24 38
10 25 40
10 26 42
10 27 44
10 28 46
10 29 48
10 30 50
10 31 52
10 32 54
10 33 56
10 34 58
10 35 60
10 36 62
10 37 64
10 38 66
10 39 68
10 40 70
10 41 72
10 42 74
10 43 76
10 44 78
10 45 80
10 46 82
10 47 84
10 48 86
10 49 88
10 50 90
10 51 92
10 52 1
10 53 3
10 54 5
10 55 7
10 56 9
10 57 56
10 58 55
10 59 54
10 60 53
10 61 52
10 62 51
10 63 50
10 64 49
10 65 48
10 66 47
10 67 46
10 68 45
10 69 44
10 70 43
10 71 42
10 72 41
10 73 40
10 74 39
10 75 38
10 76 37
10 77 36
10 78 35
10 79 34
10 80 33
10 81 32
10 82 31
10 83 30
10 84 29
10 85 28
10 86 27
10 87 26
10 88 25
10 89 24
10 90 23
10 91 22
10 92 21
10 93 20
11 12 13
11 13 15
11 14 17
11 15 19
11 16 21
11 17 23
11 18 25
11 19 27
11 20 29
11 21 31
11 22 33
11 23 35
11 24 37
11 25 39
11 26 41
11 27 43
11 28 45
11 29 47
11 30 49
11 31 51
11 32 53
11 33 55
11 34 57
11 35 59
11 36 61
11 37 63
11 38 65
11 39 67
11 40 69
11 41 71
11 42 73
11 43 75
11 44 77
11 45 79
11 46 81
11 47 83
11 48 85
11 49 87
11 50 89
11 51 91
11 52 93
11 53 2
11 54 4
11 55 6
11 56 8
11 57 10
11 58 57
11 59 56
11 60 55
11 61 54
11 62 53
11 63 52
11 64 51
11 65 50
11 66 49
11 67 48
11 68 47
11 69 46
11 70 45
11 71 44
11 72 43
11 73 42
11 74 41
11 75 40
11 76 39
11 77 38
11 78 37
11 79 36
11 80 35
11 81 34
11 82 33
11 83 32
11 84 31
11 85 30
11 86 29
11 87 28
11 88 27
11 89 26
11 90 25
11 91 24
11 92 23
11 93 22
12 13 14
12 14 16
12 15 18
12 16 20
12 17 22
12 18 24
12 19 26
12 20 28
12 21 30
12 22 32
12 23 34
12 24 36
12 25 38
12 26 40
12 27 42
12 28 44
12 29 46
12 30 48
12 31 50
12 32 52
12 33 54
12 34 56
12 35 58
12 36 60
12 37 62
12 38 64
12 39 66
12 40 68
12 41 70
12 42 72
12 43 74
12 44 76
12 45 78
12 46 80
12 47 82
12 48 84
12 49 86
12 50 88
12 51 90
12 52 92
12 53 1
12 54 3
12 55 5
12 56 7
12 57 9
12 58 11
12 59 58
12 60 57
12 61 56
12 62 55
12 63 54
12 64 53
12 65 52
12 66 51
12 67 50
12 68 49
12 69 48
12 70 47
12 71 46
12 72 45
12 73 44
12 74 43
12 75 42
12 76 41
12 77 40
12 78 39
12 79 38
12 80 37
12 81 36
12 82 35
12 83 34
12 84 33
12 85 32
12 86 31
12 87 30
12 88 29
12 89 28
12 90 27
12 91 26
12 92 25
12 93 24
13 14 15
13 15 17
13 16 19
13 17 21
13 18 23
13 19 25
13 20 27
13 21 29
13 22 31
13 23 33
13 24 35
13 25 37
13 26 39
13 27 41
13 28 43
13 29 45
13 30 47
13 31 49
13 32 51
13 33 53
13 34 55
13 35 57
13 36 59
13 37 61
13 38 63
13 39 65
13 40 67
13 41 69
13 42 71
13 43 73
13 44 75
13 45 77
13 46 79
13 47 81
13 48 83
13 49 85
13 50 87
13 51 89
13 52 91
13 53 93
13 54 2
13 55 4
13 56 6
13 57 8
13 58 10
13 59 12
13 60 59
13 61 58
13 62 57
13 63 56
13 64 55
13 65 54
13 66 53
13 67 52
13 68 51
13 69 50
13 70 49
13 71 48
13 72 47
13 73 46
13 74 45
13 75 44
13 76 43
13 77 42
13 78 41
13 79 40
13 80 39
13 81 38
13 82 37
13 83 36
13 84 35
13 85 34
13 86 33
13 87 32
13 88 31
13 89 30
13 90 29
13 91 28
13 92 27
13 93 26
14 15 16
14 16 18
14 17 20
14 18 22
14 19 24
14 20 26
14 21 28
14 22 30
14 23 32
14 24 34
14 25 36
14 26 38
14 27 40
14 28 42
14 29 44
14 30 46
14 31 48
14 32 50
14 33 52
14 34 54
14 35 56
14 36 58
14 37 60
14 38 62
14 39 64
14 40 66
14 41 68
14 42 70
14 43 72
14 44 74
14 45 76
14 46 78
14 47 80
14 48 82
14 49 84
14 50 86
14 51 88
14 52 90
14 53 92
14 54 1
14 55 3
14 56 5
14 57 7
14 58 9
14 59 11
14 60 13
14 61 60
14 62 59
14 63 58
14 64 57
14 65 56
14 66 55
14 67 54
14 68 53
14 69 52
14 70 51
14 71 50
14 72 49
14 73 48
14 74 47
14 75 46
14 76 45
14 77 44
14 78 43
14 79 42
14 80 41
14 81 40
14 82 39
14 83 38
14 84 37
14 85 36
14 86 35
14 87 34
14 88 33
14 89 32
14 90 31
14 91 30
14 92 29
14 93 28
15 16 17
15 17 19
15 18 21
15 19 23
15 20 25
15 21 27
15 22 29
15 23 31
15 24 33
15 25 35
15 26 37
15 27 39
15 28 41
15 29 43
15 30 45
15 31 47
15 32 49
15 33 51
15 34 53
15 35 55
15 36 57
15 37 59
15 38 61
15 39 63
15 40 65
15 41 67
15 42 69
15 43 71
15 44 73
15 45 75
15 46 77
15 47 79
15 48 81
15 49 83
15 50 85
15 51 87
15 52 89
15 53 91
15 54 93
15 55 2
15 56 4
15 57 6
15 58 8
15 59 10
15 60 12
15 61 14
15 62 61
15 63 60
15 64 59
15 65 58
15 66 57
15 67 56
15 68 55
15 69 54
15 70 53
15 71 52
15 72 51
15 73 50
15 74 49
15 75 48
15 76 47
15 77 46
15 78 45
15 79 44
15 80 43
15 81 42
15 82 41
15 83 40
15 84 39
15 85 38
15 86 37
15 87 36
15 88 35
15 89 34
15 90 33
15 91 32
15 92 31
15 93 30
16 17 18
16 18 20
16 19 22
16 20 24
16 21 26
16 22 28
16 23 30
16 24 32
16 25 34
16 26 36
16 27 38
16 28 40
16 29 42
16 30 44
16 31 46
16 32 48
16 33 50
16 34 52
16 35 54
16 36 56
16 37 58
16 38 60
16 39 62
16 40 64
16 41 66
16 42 68
16 43 70
16 44 72
16 45 74
16 46 76
16 47 78
16 48 80
16 49 82
16 50 84
16 51 86
16 52 88
16 53 90
16 54 92
16 55 1
16 56 3
16 57 5
16 58 7
16 59 9
16 60 11
16 61 13
16 62 15
16 63 62
16 64 61
16 65 60
16 66 59
16 67 58
16 68 57
16 69 56
16 70 55
16 71 54
16 72 53
16 73 52
16 74 51
16 75 50
16 76 49
16 77 48
16 78 47
16 79 46
16 80 45
16 81 44
16 82 43
16 83 42
16 84 41
16 85 40
16 86 39
16 87 38
16 88 37
16 89 36
16 90 35
16 91 34
16 92 33
16 93 32
17 18 19
17 19 21
17 20 23
17 21 25
17 22 27
17 23 29
17 24 31
17 25 33
17 26 35
17 27 37
17 28 39
17 29 41
17 30 43
17 31 45
17 32 47
17 33 49
17 34 51
17 35 53
17 36 55
17 37 57
17 38 59
17 39 61
17 40 63
17 41 65
17 42 67
17 43 69
17 44 71
17 45 73
17 46 75
17 47 77
17 48 79
17 49 81
17 50 83
17 51 85
17 52 87
17 53 89
17 54 91
17 55 93
17 56 2
17 57 4
17 58 6
17 59 8
17 60 10
17 61 12
17 62 14
17 63 16
17 64 63
17 65 62
17 66 61
17 67 60
17 68 59
17 69 58
17 70 57
17 71 56
17 72 55
17 73 54
17 74 53
17 75 52
17 76 51
17 77 50
17 78 49
17 79 48
17 80 47
17 81 46
17 82 45
17 83 44
17 84 43
17 85 42
17 86 41
17 87 40
17 88 39
17 89 38
17 90 37
17 91 36
17 92 35
17 93 34
18 19 20
18 20 22
18 21 24
18 22 26
18 23 28
18 24 30
18 25 32
18 26 34
18 27 36
18 28 38
18 29 40
18 30 42
18 31 44
18 32 46
18 33 48
18 34 50
18 35 52
18 36 54
18 37 56
18 38 58
18 39 60
18 40 62
18 41 64
18 42 66
18 43 68
18 44 70
18 45 72
18 46 74
18 47 76
18 48 78
18 49 80
18 50 82
18 51 84
18 52 86
18 53 88
18 54 90
18 55 92
18 56 1
18 57 3
18 58 5
18 59 7
18 60 9
18 61 11
18 62 13
18 63 15
18 64 17
18 65 64
18 66 63
18 67 62
18 68 61
18 69 60
18 70 59
18 71 58
18 72 57
18 73 56
18 74 55
18 75 54
18 76 53
18 77 52
18 78 51
18 79 50
18 80 49
18 81 48
18 82 47
18 83 46
18 84 45
18 85 44
18 86 43
18 87 42
18 88 41
18 89 40
18 90 39
18 91 38
18 92 37
18 93 36
19 20 21
19 21 23
19 22 25
19 23 27
19 24 29
19 25 31
19 26 33
19 27 35
19 28 37
19 29 39
19 30 41
19 31 43
19 32 45
19 33 47
19 34 49
19 35 51
19 36 53
19 37 55
19 38 57
19 39 59
19 40 61
19 41 63
19 42 65
19 43 67
19 44 69
19 45 71
19 46 73
19 47 75
19 48 77
19 49 79
19 50 81
19 51 83
19 52 85
19 53 87
19 54 89
19 55 91
19 56 93
19 57 2
19 58 4
19 59 6
19 60 8
19 61 10
19 62 12
19 63 14
19 64 16
19 65 18
19 66 65
19 67 64
19 68 63
19 69 62
19 70 61
19 71 60
19 72 59
19 73 58
19 74 57
19 75 56
19 76 55
19 77 54
19 78 53
19 79 52
19 80 51
19 81 50
19 82 49
19 83 48
19 84 47
19 85 46
19 86 45
19 87 44
19 88 43
19 89 42
19 90 41
19 91 40
19 92 39
19 93 38
20 21 22
20 22 24
20 23 26
20 24 28
20 25 30
20 26 32
20 27 34
20 28 36
20 29 38
20 30 40
20 31 42
20 32 44
20 33 46
20 34 48
20 35 50
20 36 52
20 37 54
20 38 56
20 39 58
20 40 60
20 41 62
20 42 64
20 43 66
20 44 68
20 45 70
20 46 72
20 47 74
20 48 76
20 49 78
20 50 80
20 51 82
20 52 84
20 53 86
20 54 88
20 55 90
20 56 92
20 57 1
20 58 3
20 59 5
20 60 7
20 61 9
20 62 11
20 63 13
20 64 15
20 65 17
20 66 19
20 67 66
20 68 65
20 69 64
20 70 63
20 71 62
20 72 61
20 73 60
20 74 59
20 75 58
20 76 57
20 77 56
20 78 55
20 79 54
20 80 53
20 81 52
20 82 51
20 83 50
20 84 49
20 85 48
20 86 47
20 87 46
20 88 45
20 89 44
20 90 43
20 91 42
20 92 41
20 93 40
21 22 23
21 23 25
21 24 27
21 25 29
21 26 31
21 27 33
21 28 35
21 29 37
21 30 39
21 31 41
21 32 43
21 33 45
21 34 47
21 35 49
21 36 51
21 37 53
21 38 55
21 39 57
21 40 59
21 41 61
21 42 63
21 43 65
21 44 67
21 45 69
21 46 71
21 47 73
21 48 75
21 49 77
21 50 79
21 51 81
21 52 83
21 53 85
21 54 87
21 55 89
21 56 91
21 57 93
21 58 2
21 59 4
21 60 6
21 61 8
21 62 10
21 63 12
21 64 14
21 65 16
21 66 18
21 67 20
21 68 67
21 69 66
21 70 65
21 71 64
21 72 63
21 73 62
21 74 61
21 75 60
21 76 59
21 77 58
21 78 57
21 79 56
21 80 55
21 81 54
21 82 53
21 83 52
21 84 51
21 85 50
21 86 49
21 87 48
21 88 47
21 89 46
21 90 45
21 91 44
21 92 43
21 93 42
22 23 24
22 24 26
22 25 28
22 26 30
22 27 32
22 28 34
22 29 36
22 30 38
22 31 40
22 32 42
22 33 44
22 34 46
22 35 48
22 36 50
22 37 52
22 38 54
22 39 56
22 40 58
22 41 60
22 42 62
22 43 64
22 44 66
22 45 68
22 46 70
22 47 72
22 48 74
22 49 76
22 50 78
22 51 80
22 52 82
22 53 84
22 54 86
22 55 88
22 56 90
22 57 92
22 58 1
22 59 3
22 60 5
22 61 7
22 62 9
22 63 11
22 64 13
22 65 15
22 66 17
22 67 19
22 68 21
22 69 68
22 70 67
22 71 66
22 72 65
22 73 64
22 74 63
22 75 62
22 76 61
22 77 60
22 78 59
22 79 58
22 80 57
22 81 56
22 82 55
22 83 54
22 84 53
22 85 52
22 86 51
22 87 50
22 88 49
22 89 48
22 90 47
22 91 46
22 92 45
22 93 44
23 24 25
23 25 27
23 26 29
23 27 31
23 28 33
23 29 35
23 30 37
23 31 39
23 32 41
23 33 43
23 34 45
23 35 47
23 36 49
23 37 51
23 38 53
23 39 55
23 40 57
23 41 59
23 42 61
23 43 63
23 44 65
23 45 67
23 46 69
23 47 71
23 48 73
23 49 75
23 50 77
23 51 79
23 52 81
23 53 83
23 54 85
23 55 87
23 56 89
23 57 91
23 58 93
23 59 2
23 60 4
23 61 6
23 62 8
23 63 10
23 64 12
23 65 14
23 66 16
23 67 18
23 68 20
23 69 22
23 70 69
23 71 68
23 72 67
23 73 66
23 74 65
23 75 64
23 76 63
23 77 62
23 78 61
23 79 60
23 80 59
23 81 58
23 82 57
23 83 56
23 84 55
23 85 54
23 86 53
23 87 52
23 88 51
23 89 50
23 90 49
23 91 48
23 92 47
23 93 46
24 25 26
24 26 28
24 27 30
24 28 32
24 29 34
24 30 36
24 31 38
24 32 40
24 33 42
24 34 44
24 35 46
24 36 48
24 37 50
24 38 52
24 39 54
24 40 56
24 41 58
24 42 60
24 43 62
24 44 64
24 45 66
24 46 68
24 47 70
24 48 72
24 49 74
24 50 76
24 51 78
24 52 80
24 53 82
24 54 84
24 55 86
24 56 88
24 57 90
24 58 92
24 59 1
24 60 3
24 61 5
24 62 7
24 63 9
24 64 11
24 65 13
24 66 15
24 67 17
24 68 19
24 69 21
24 70 23
24 71 70
24 72 69
24 73 68
24 74 67
24 75 66
24 76 65
24 77 64
24 78 63
24 79 62
24 80 61
24 81 60
24 82 59
24 83 58
24 84 57
24 85 56
24 86 55
24 87 54
24 88 53
24 89 52
24 90 51
24 91 50
24 92 49
24 93 48
25 26 27
25 27 29
25 28 31
25 29 33
25 30 35
25 31 37
25 32 39
25 33 41
25 34 43
25 35 45
25 36 47
25 37 49
25 38 51
25 39 53
25 40 55
25 41 57
25 42 59
25 43 61
25 44 63
25 45 65
25 46 67
25 47 69
25 48 71
25 49 73
25 50 75
25 51 77
25 52 79
25 53 81
25 54 83
25 55 85
25 56 87
25 57 89
25 58 91
25 59 93
25 60 2
25 61 4
25 62 6
25 63 8
25 64 10
25 65 12
25 66 14
25 67 16
25 68 18
25 69 20
25 70 22
25 71 24
25 72 71
25 73 70
25 74 69
25 75 68
25 76 67
25 77 66
25 78 65
25 79 64
25 80 63
25 81 62
25 82 61
25 83 60
25 84 59
25 85 58
25 86 57
25 87 56
25 88 55
25 89 54
25 90 53
25 91 52
25 92 51
25 93 50
26 27 28
26 28 30
26 29 32
26 30 34
26 31 36
26 32 38
26 33 40
26 34 42
26 35 44
26 36 46
26 37 48
26 38 50
26 39 52
26 40 54
26 41 56
26 42 58
26 43 60
26 44 62
26 45 64
26 46 66
26 47 68
26 48 70
26 49 72
26 50 74
26 51 76
26 52 78
26 53 80
26 54 82
26 55 84
26 56 86
26 57 88
26 58 90
26 59 92
26 60 1
26 61 3
26 62 5
26 63 7
26 64 9
26 65 11
26 66 13
26 67 15
26 68 17
26 69 19
26 70 21
26 71 23
26 72 25
26 73 72
26 74 71
26 75 70
26 76 69
26 77 68
26 78 67
26 79 66
26 80 65
26 81 64
26 82 63
26 83 62
26 84 61
26 85 60
26 86 59
26 87 58
26 88 57
26 89 56
26 90 55
26 91 54
26 92 53
26 93 52
27 28 29
27 29 31
27 30 33
27 31 35
27 32 37
27 33 39
27 34 41
27 35 43
27 36 45
27 37 47
27 38 49
27 39 51
27 40 53
27 41 55
27 42 57
27 43 59
27 44 61
27 45 63
27 46 65
27 47 67
27 48 69
27 49 71
27 50 73
27 51 75
27 52 77
27 53 79
27 54 81
27 55 83
27 56 85
27 57 87
27 58 89
27 59 91
27 60 93
27 61 2
27 62 4
27 63 6
27 64 8
27 65 10
27 66 12
27 67 14
27 68 16
27 69 18
27 70 20
27 71 22
27 72 24
27 73 26
27 74 73
27 75 72
27 76 71
27 77 70
27 78 69
27 79 68
27 80 67
27 81 66
27 82 65
27 83 64
27 84 63
27 85 62
27 86 61
27 87 60
27 88 59
27 89 58
27 90 57
27 91 56
27 92 55
27 93 54
28 29 30
28 30 32
28 31 34
28 32 36
28 33 38
28 34 40
28 35 42
28 36 44
28 37 46
28 38 48
28 39 50
28 40 52
28 41 54
28 42 56
28 43 58
28 44 60
28 45 62
28 46 64
28 47 66
28 48 68
28 49 70
28 50 72
28 51 74
28 52 76
28 53 78
28 54 80
28 55 82
28 56 84
28 57 86
28 58 88
28 59 90
28 60 92
28 61 1
28 62 3
28 63 5
28 64 7
28 65 9
28 66 11
28 67 13
28 68 15
28 69 17
28 70 19
28 71 21
28 72 23
28 73 25
28 74 27
28 75 74
28 76 73
28 77 72
28 78 71
28 79 70
28 80 69
28 81 68
28 82 67
28 83 66
28 84 65
28 85 64
28 86 63
28 87 62
28 88 61
28 89 60
28 90 59
28 91 58
28 92 57
28 93 56
29 30 31
29 31 33
29 32 35
29 33 37
29 34 39
29 35 41
29 36 43
29 37 45
29 38 47
29 39 49
29 40 51
29 41 53
29 42 55
29 43 57
29 44 59
29 45 61
29 46 63
29 47 65
29 48 67
29 49 69
29 50 71
29 51 73
29 52 75
29 53 77
29 54 79
29 55 81
29 56 83
29 57 85
29 58 87
29 59 89
29 60 91
29 61 93
29 62 2
29 63 4
29 64 6
29 65 8
29 66 10
29 67 12
29 68 14
29 69 16
29 70 18
29 71 20
29 72 22
29 73 24
29 74 26
29 75 28
29 76 75
29 77 74
29 78 73
29 79 72
29 80 71
29 81 70
29 82 69
29 83 68
29 84 67
29 85 66
29 86 65
29 87 64
29 88 63
29 89 62
29 90 61
29 91 60
29 92 59
29 93 58
30 31 32
30 32 34
30 33 36
30 34 38
30 35 40
30 36 42
30 37 44
30 38 46
30 39 48
30 40 50
30 41 52
30 42 54
30 43 56
30 44 58
30 45 60
30 46 62
30 47 64
30 48 66
30 49 68
30 50 70
30 51 72
30 52 74
30 53 76
30 54 78
30 55 80
30 56 82
30 57 84
30 58 86
30 59 88
30 60 90
30 61 92
30 62 1
30 63 3
30 64 5
30 65 7
30 66 9
30 67 11
30 68 13
30 69 15
30 70 17
30 71 19
30 72 21
30 73 23
30 74 25
30 75 27
30 76 29
30 77 76
30 78 75
30 79 74
30 80 73
30 81 72
30 82 71
30 83 70
30 84 69
30 85 68
30 86 67
30 87 66
30 88 65
30 89 64
30 90 63
30 91 62
30 92 61
30 93 60
31 32 33
31 33 35
31 34 37
31 35 39
31 36 41
31 37 43
